ID,sim_num,block_order,learning_trial,sim_choice,sim_approach_reward
6414,1,1,1,1,0.090909
6414,1,1,2,2,0.18182
6414,1,1,3,2,0.090909
6414,1,1,4,2,-0.27273
6414,1,1,5,1,0.090909
6414,1,1,6,2,0.36364
6414,1,1,7,1,0.090909
6414,1,1,8,1,-0.36364
6414,1,1,9,2,0.090909
6414,1,1,10,1,0.45455
6414,1,1,11,2,-0.45455
6414,1,1,12,1,-0.090909
6414,1,1,13,2,-0.090909
6414,1,1,14,2,-0.27273
6414,1,1,15,2,-0.18182
6414,1,1,16,1,0.27273
6414,1,1,17,1,0.45455
6414,1,1,18,2,0.18182
6414,1,1,19,2,-0.18182
6414,1,1,20,1,0.45455
6414,1,1,21,1,0.36364
6414,1,1,22,1,0.090909
6414,1,1,23,2,-0.36364
6414,1,1,24,1,-0.36364
6414,1,1,25,1,-0.090909
6414,1,1,26,2,-0.27273
6414,1,1,27,2,0.18182
6414,1,1,28,1,0.18182
6414,1,1,29,1,-0.36364
6414,1,1,30,2,0.090909
6414,1,1,31,1,0.18182
6414,1,1,32,2,0.090909
6414,1,1,33,2,-0.090909
6414,1,1,34,2,-0.090909
6414,1,1,35,1,0.36364
6414,1,1,36,1,-0.18182
6414,1,1,37,2,-0.18182
6414,1,1,38,1,0.090909
6414,1,1,39,1,0.45455
6414,1,1,40,1,0.18182
6414,1,1,41,1,0.45455
6414,1,1,42,2,-0.090909
6414,1,1,43,2,-0.36364
6414,1,1,44,1,0.54545
6414,1,1,45,1,0.18182
6414,1,1,46,1,0.18182
6414,1,1,47,2,0.090909
6414,1,1,48,1,0.090909
6414,1,1,49,1,0.36364
6414,1,1,50,2,0.18182
6414,1,1,51,1,0.27273
6414,1,2,1,2,0.45455
6414,1,2,2,1,-0.63636
6414,1,2,3,1,0.27273
6414,1,2,4,1,-0.18182
6414,1,2,5,1,-0.63636
6414,1,2,6,2,-0.45455
6414,1,2,7,1,0.63636
6414,1,2,8,2,0.45455
6414,1,2,9,2,-0.81818
6414,1,2,10,2,0.18182
6414,1,2,11,2,-0.81818
6414,1,2,12,1,0.63636
6414,1,2,13,2,0.27273
6414,1,2,14,1,-0.27273
6414,1,2,15,2,-0.45455
6414,1,2,16,1,0.27273
6414,1,2,17,2,-0.45455
6414,1,2,18,1,0.63636
6414,1,2,19,1,-0.81818
6414,1,2,20,1,0.27273
6414,1,2,21,1,0.63636
6414,1,2,22,2,0.81818
6414,1,2,23,1,0.18182
6414,1,2,24,1,-0.81818
6414,1,2,25,1,0.45455
6414,1,2,26,1,0.45455
6414,1,2,27,1,0.45455
6414,1,2,28,2,-0.63636
6414,1,2,29,2,-0.63636
6414,1,2,30,2,-0.27273
6414,1,2,31,1,0.27273
6414,1,2,32,2,-0.45455
6414,1,2,33,2,0.090909
6414,1,2,34,1,-0.18182
6414,1,2,35,2,-0.72727
6414,1,2,36,2,-0.81818
6414,1,2,37,2,-0.45455
6414,1,2,38,2,-0.27273
6414,1,2,39,2,0.27273
6414,1,2,40,1,0.63636
6414,1,2,41,2,-0.18182
6414,1,2,42,1,0.45455
6414,1,2,43,1,0.18182
6414,1,2,44,2,-0.63636
6414,1,2,45,2,0.36364
6414,1,2,46,2,-0.63636
6414,1,2,47,1,0.63636
6414,1,2,48,1,-0.45455
6414,1,2,49,2,-0.81818
6414,1,2,50,2,0.54545
6414,1,2,51,2,-0.36364
6414,1,3,1,2,0.54545
