ID,sim_num,block_order,learning_trial,sim_choice,sim_approach_reward
5641,3,15,34,2,-0.36364
5641,3,15,35,1,0.36364
5641,3,15,36,1,0.63636
5641,3,15,37,2,-0.36364
5641,3,15,38,2,-0.18182
5641,3,15,39,1,0.63636
5641,3,15,40,2,-0.27273
5641,3,15,41,1,0.63636
5641,3,15,42,1,0.27273
5641,3,15,43,2,-0.36364
5641,3,15,44,2,0.72727
5641,3,15,45,2,-0.72727
5641,3,15,46,2,-0.090909
5641,3,15,47,1,0.81818
5641,3,15,48,1,0.36364
5641,3,15,49,2,-0.27273
5641,3,15,50,2,-0.18182
5641,3,15,51,1,0.18182
5641,3,16,1,1,-0.18182
5641,3,16,2,2,0.36364
5641,3,16,3,2,0.090909
5641,3,16,4,1,-0.36364
5641,3,16,5,2,0.18182
5641,3,16,6,1,0.72727
5641,3,16,7,2,0.090909
5641,3,16,8,1,0.72727
5641,3,16,9,1,0.81818
5641,3,16,10,1,-0.81818
5641,3,16,11,1,0.45455
5641,3,16,12,1,0.18182
5641,3,16,13,2,-0.36364
5641,3,16,14,2,-0.18182
5641,3,16,15,2,-0.81818
5641,3,16,16,1,0.090909
5641,3,16,17,1,0.090909
5641,3,16,18,1,0.72727
5641,3,16,19,2,-0.18182
5641,3,16,20,2,-0.81818
5641,3,16,21,1,0.18182
5641,3,16,22,1,0.18182
5641,3,16,23,1,0.72727
5641,3,16,24,2,0.090909
5641,3,16,25,2,-0.36364
5641,3,16,26,1,-0.54545
5641,3,16,27,2,0.36364
5641,3,16,28,2,-0.81818
5641,3,16,29,2,-0.45455
5641,3,16,30,1,0.72727
5641,3,16,31,1,0.81818
5641,3,16,32,1,0.090909
5641,3,16,33,1,0.18182
5641,3,16,34,1,-0.72727
5641,3,16,35,2,-0.18182
5641,3,16,36,1,0.81818
5641,3,16,37,2,0.45455
5641,3,16,38,2,-0.36364
5641,3,16,39,2,-0.81818
5641,3,16,40,2,-0.36364
5641,3,16,41,1,0.45455
5641,3,16,42,2,-0.18182
5641,3,16,43,2,0.54545
5641,3,16,44,2,0.27273
5641,3,16,45,1,0.18182
5641,3,16,46,1,0.72727
5641,3,16,47,1,0.36364
5641,3,16,48,2,-0.81818
5641,3,16,49,2,-0.27273
5641,3,16,50,2,-0.18182
5641,3,16,51,2,-0.36364
5641,3,17,1,2,-0.090909
5641,3,17,2,2,0.090909
5641,3,17,3,1,0.45455
5641,3,17,4,2,-0.27273
5641,3,17,5,2,-0.090909
5641,3,17,6,2,0.54545
5641,3,17,7,2,0.54545
5641,3,17,8,2,-0.090909
5641,3,17,9,2,-0.090909
5641,3,17,10,2,-0.090909
5641,3,17,11,2,-0.36364
5641,3,17,12,1,0.63636
5641,3,17,13,1,0.18182
5641,3,17,14,1,0.63636
5641,3,17,15,2,-0.090909
5641,3,17,16,1,0.63636
5641,3,17,17,2,-0.18182
5641,3,17,18,2,-0.090909
5641,3,17,19,2,0.090909
5641,3,17,20,2,0.090909
5641,3,17,21,2,0.18182
5641,3,17,22,1,-0.090909
5641,3,17,23,1,-0.27273
5641,3,17,24,2,-0.18182
5641,3,17,25,1,0.54545
5641,3,17,26,2,0.090909
