ID,sim_num,block_order,learning_trial,sim_choice,sim_approach_reward
3998,1,1,1,1,-0.45455
3998,1,1,2,1,-0.36364
3998,1,1,3,2,0.27273
3998,1,1,4,1,0.090909
3998,1,1,5,1,-0.090909
3998,1,1,6,1,0.36364
3998,1,1,7,1,-0.72727
3998,1,1,8,1,0.090909
3998,1,1,9,1,0.27273
3998,1,1,10,2,-0.72727
3998,1,1,11,1,-0.090909
3998,1,1,12,1,-0.72727
3998,1,1,13,1,0.45455
3998,1,1,14,1,0.18182
3998,1,1,15,1,0.27273
3998,1,1,16,1,-0.18182
3998,1,1,17,1,0.18182
3998,1,1,18,2,-0.090909
3998,1,1,19,2,-0.090909
3998,1,1,20,1,0.36364
3998,1,1,21,2,-0.36364
3998,1,1,22,2,0.18182
3998,1,1,23,2,-0.63636
3998,1,1,24,1,-0.63636
3998,1,1,25,1,0.18182
3998,1,1,26,2,-0.090909
3998,1,1,27,2,-0.36364
3998,1,1,28,2,-0.36364
3998,1,1,29,2,-0.54545
3998,1,1,30,1,0.36364
3998,1,1,31,2,-0.63636
3998,1,1,32,1,-0.090909
3998,1,1,33,1,0.18182
3998,1,1,34,2,0.27273
3998,1,1,35,1,0.27273
3998,1,1,36,1,0.18182
3998,1,1,37,1,0.18182
3998,1,1,38,2,-0.54545
3998,1,1,39,1,0.36364
3998,1,1,40,1,0.090909
3998,1,1,41,2,-0.72727
3998,1,1,42,1,-0.090909
3998,1,1,43,2,-0.36364
3998,1,1,44,1,0.54545
3998,1,1,45,1,0.45455
3998,1,1,46,1,0.72727
3998,1,1,47,1,0.18182
3998,1,1,48,2,-0.54545
3998,1,1,49,2,-0.90909
3998,1,1,50,1,-0.090909
3998,1,1,51,1,0.27273
3998,1,2,1,1,0.45455
3998,1,2,2,1,0.45455
3998,1,2,3,1,0.72727
3998,1,2,4,1,0.090909
3998,1,2,5,2,-0.81818
3998,1,2,6,1,-0.63636
3998,1,2,7,1,0.27273
3998,1,2,8,1,0.63636
