sim_beta_c_c,sim_beta_e_c,sim_beta_c_e,sim_beta_e_e,sim_alpha_choice,sim_alpha_cf,sim_q_init,fit_beta_c_c,fit_beta_e_c,fit_beta_c_e,fit_beta_e_e,fit_alpha_choice,fit_alpha_cf,fit_q_init
1.6009,-1.4447,-2.0408,-0.54258,-5.5625,-0.5953,-0.28699,1.625,-0.44728,-1.5889,-0.046066,-4.0413,-0.32759,-0.49597
-0.0079668,-0.25449,-0.69573,1.6717,-3.1777,1.4867,-0.62738,-0.30111,0.11974,-2.128,1.685,-3.135,1.8313,-0.59143
0.50215,1.9551,1.3615,1.0223,-3.4807,-0.5886,-4.1996,0.92398,1.6607,1.7773,1.0113,-4.0049,-0.76064,-2.8839
-1.4263,0.0063349,0.7342,-0.3995,-3.9155,-0.54704,-3.5067,-0.90456,-1.2736,1.3293,-0.082356,-1.0489,-3.9662,-0.40833
2.5023,-0.51662,-2.305,-1.386,-3.7801,-0.30416,2.353,2.6138,-0.60435,-0.28867,-0.82849,-0.4564,-3.018,-2.0791
-0.63401,-1.1377,0.81183,2.214,-5.9683,2.1658,-2.9007,-0.29851,-1.2931,0.49402,2.2182,-3.8203,2.8124,-2.8677
1.4413,1.0027,1.4656,-1.6876,-3.3884,-1.3385,-5.2401,1.1821,0.6415,1.2978,-1.1633,-3.167,-1.106,-0.43988
1.2011,-0.43281,2.0101,0.40548,1.2235,-0.68958,1.4752,1.2396,-1.5007,2.2164,0.92952,1.0716,-0.68666,0.61541
2.5459,1.6552,-0.32781,0.15998,-5.7955,0.50728,-4.5868,2.6752,1.3846,-0.34067,-0.087409,-4.0677,1.3847,-3.4882
-1.5371,0.91089,0.80082,-0.2112,-2.7794,-1.643,3.3656,0.20425,-0.46662,-0.84877,-0.26616,-2.2234,0.090056,0.26315
1.4977,1.7527,-1.609,-2.1077,-1.1223,0.21019,1.348,1.2833,2.4148,-2.0457,-1.6634,-1.5939,0.54996,1.7869
0.21332,-2.0989,-0.024132,0.1265,-1.8782,-0.14854,-3.0342,0.18354,-1.18,0.58989,0.2884,-3.0395,-0.38199,-1.0418
2.3153,2.1825,1.0456,-0.097504,-0.71415,0.65958,-1.8417,2.3656,2.2461,1.1726,0.055168,-1.2239,0.79906,0.272
1.5253,1.0355,-2.297,0.75256,-4.7722,-1.946,-1.7502,1.1266,1.4481,0.11685,0.59926,-1.9817,-3.6766,1.9026
-1.1316,-1.2348,1.6808,-1.3281,-3.0869,1.4145,4.0269,-0.72214,-0.5327,1.5709,-1.5153,-2.7296,1.6514,3.1186
2.7447,0.16005,0.61416,0.59959,-1.7284,0.95845,-5.2997,3.2734,0.30699,0.58601,0.2855,-2.3326,1.527,-2.8252
0.047686,0.86196,-0.91521,-1.0302,-6.038,-1.6575,-3.5409,-2.039,1.112,-0.32747,-0.21443,-1.5447,-3.3162,1.7474
2.0342,-1.0692,0.35334,0.57353,-5.5254,1.9403,-4.3312,2.2354,-0.57163,0.66243,0.62109,-3.6277,1.0679,-2.7547
0.55747,0.7288,-0.21966,0.57119,-2.901,1.9082,-3.8793,0.45501,0.68525,-0.55775,0.68109,-3.1515,1.9733,-2.6557
-1.541,-1.2024,1.8256,2.1284,-2.5534,-0.2179,3.4185,-0.69542,-0.28355,2.3408,2.4474,-3.5802,-0.94564,0.77265
2.5336,-0.3007,-0.78462,-1.9008,-5.7432,-0.77216,2.768,2.7578,0.63335,-0.30832,-1.6512,-4.3615,-0.45492,2.8709
-2.1923,-0.0999,-0.32551,1.3879,-5.9248,0.98517,-0.60086,-1.8925,-0.38028,0.2654,1.3123,0.44141,-3.1786,-0.86987
0.45221,1.5408,-1.7485,0.97541,-6.0929,1.3243,-4.316,0.0066505,1.5979,-0.76067,1.0096,-3.6465,1.1015,-2.1479
-2.2916,-1.7194,2.2446,1.5483,-3.5087,0.78537,0.50333,-2.5705,-1.8802,2.2989,1.6206,-4.783,0.94086,1.1414
-1.4381,1.0545,1.7128,-2.0863,0.30985,-1.147,3.3156,-2.1321,0.97483,1.6199,-1.0161,0.7759,-1.1918,2.2697
-0.22796,1.6941,-1.565,2.2535,-1.3469,1.0092,1.2664,8.515e-05,1.5564,-0.64386,2.4853,-1.6936,1.2417,1.7937
-0.1971,-1.9221,-0.75052,-1.5116,-6.2313,0.49425,1.1463,-0.096433,-0.71438,-1.1039,-1.1057,-2.0015,-0.17023,0.63012
-0.23988,-0.86074,-1.7055,-0.67802,1.0163,-0.12812,3.9069,-0.74693,-1.8371,-0.073206,-1.1695,0.85966,-1.2634,-1.0371
1.8658,-0.41579,0.48403,-1.6743,-4.3265,-1.1496,-5.2476,1.6935,0.41819,0.16347,-1.8357,-4.0052,-0.97656,-2.5437
-0.47057,1.2028,0.059982,1.4272,1.6047,-1.03,-0.29539,0.39358,1.3175,0.54682,1.6295,0.88955,-1.8366,-0.0012867
0.32372,-1.3718,0.45894,-0.59347,-1.1543,0.053913,3.7754,-0.2465,-0.49486,0.85037,-0.33042,0.1622,-1.8637,-1.425
-0.37864,0.23119,-1.6002,-2.2475,-6.1744,2.1565,-0.87591,-0.32971,-0.089386,-1.5124,-1.6884,-1.715,1.7644,-1.504
-0.24739,1.8987,-0.91323,0.78305,-5.8001,-0.93499,-3.349,-0.54439,1.0375,-0.37131,-0.59577,1.0956,-2.6456,1.1635
-1.6582,-1.0134,-0.27942,1.1763,0.9849,-0.36357,-1.87,-1.9429,-2.2507,-0.7906,1.4986,1.6869,-0.96248,0.6461
-1.6058,1.6297,-0.18052,1.1416,-0.31696,1.813,0.059537,-1.5357,1.7828,0.14659,1.1974,-0.36249,1.4363,-0.69043
1.3455,0.10792,2.5473,0.80723,-4.0877,-0.73822,-3.7002,1.3277,0.32243,2.6666,1.0765,-3.8555,-0.8682,-1.9735
-0.47993,-1.2802,-1.7024,-1.1018,0.72831,-0.94498,1.896,-0.38763,-1.2177,-1.1571,-1.7149,0.47113,-1.2221,0.81721
-1.231,-0.90092,-0.43948,-1.212,-4.7549,-1.2111,-1.2419,-1.9745,-1.754,-1.1423,-1.5178,-2.2702,-1.8445,0.052294
0.69216,-2.0033,-1.0307,2.0689,-4.8506,-1.785,-1.0738,-1.6808,-0.21813,-1.7119,1.1067,-0.86432,-1.83,1.3795
1.3899,1.6468,1.6911,1.2449,-3.4465,1.7637,0.54974,1.6498,1.9503,1.7281,1.2752,-2.813,1.6775,-0.11986
1.9608,1.561,2.217,-2.3179,-4.1698,-0.85703,-3.1359,2.0497,1.7057,2.2023,-0.3022,-5.1769,-0.76586,-3.5672
0.58974,-2.1817,-0.13023,-0.77436,-2.1992,0.37917,-0.92447,0.16407,-0.57644,0.12323,-1.5372,-0.72554,0.28945,-1.039
0.78903,-1.7764,0.66846,-0.5018,-5.1699,-0.38826,4.2779,0.05118,0.52699,0.60207,-1.9075,-2.4473,-0.16765,1.5144
-2.2633,-0.3996,-1.3126,0.45952,-4.1641,1.9604,-1.1865,-1.0626,-0.030849,-0.24994,0.91244,-2.8581,0.31556,-1.2387
1.8352,1.5094,1.2394,-0.42595,-1.3772,1.7974,-1.0001,1.8025,1.1856,0.89038,-0.96143,-0.77684,2.3595,-0.14417
0.57996,-1.6446,-1.5998,-1.6634,-0.46692,0.64137,-1.6059,0.7613,-2.0929,-0.45371,-1.8179,-0.027038,-0.83638,-0.12232
1.0563,-0.28853,2.0331,-2.3272,-0.51276,-1.7551,2.9223,1.1463,-0.28635,1.9273,-1.0403,-0.24219,-1.813,1.2493
0.75075,0.17794,2.3465,-0.79042,-6.1237,1.7179,0.69467,0.7702,0.034416,2.3152,-0.55344,-3.8415,1.9909,0.044207
-2.1608,0.129,0.089515,-1.2651,-3.9445,1.6999,-4.6318,-2.7938,0.40071,-0.11677,-2.1825,-1.9551,1.3396,-2.6719
0.62385,1.0238,1.6102,-0.72377,-4.622,-0.36757,0.84488,-0.18118,1.4905,1.4474,-0.83984,-2.7415,-0.43832,1.6277
-0.44924,-2.1787,0.60973,-0.6029,-2.3956,0.090579,0.35334,-0.97317,-0.48926,0.68428,-0.11783,-1.3295,0.30068,-0.072296
0.38938,-1.2592,-1.4901,0.53921,-2.1609,0.68594,4.2723,0.4182,-1.9175,-2.0062,0.62202,-2.1045,1.1792,-0.87449
-1.4941,-2.0708,-2.2798,-2.4936,-5.6645,1.4474,3.4485,-0.65777,-2.0544,-0.6732,-1.5751,1.1632,-0.44941,0.64133
-2.5891,2.0845,1.1278,0.37631,-5.4366,1.2699,-0.25694,-0.37927,1.9297,1.0798,-0.019953,-4.6628,1.1163,0.11891
-2.2206,-0.80894,2.1785,-0.91049,-3.6978,0.50779,-2.5578,-2.0388,-0.41691,2.4601,-0.18113,-3.5062,0.4256,-1.9486
2.7077,0.59925,0.2476,-1.8211,-5.8572,1.3258,0.3689,2.7793,1.6871,0.53328,-0.40843,-3.6603,0.61635,0.4052
-0.056036,-0.17915,0.13233,1.716,-4.5465,-0.45029,-4.1402,-0.25531,0.078111,-0.79685,1.8789,-3.7736,-0.65185,-3.1282
-2.4109,-0.66005,2.5827,-0.07456,-5.3072,0.47106,-1.0964,-1.8188,-0.78001,2.5952,-0.21772,-4.6546,1.1537,-1.2495
-1.2906,0.51922,-0.56307,2.1115,-2.942,-0.32881,2.9279,-1.3596,0.70253,-0.46378,2.4056,-3.2759,-0.7903,2.8378
-0.79303,0.68339,-0.97562,-1.2881,-1.7968,1.6526,1.2631,-1.669,0.95521,-0.26584,-1.7293,-1.9332,0.32995,2.1856
-0.61981,0.44408,1.5795,1.1556,-5.3366,0.48637,-1.0845,-1.458,0.39717,1.6028,0.94738,-3.2698,0.74699,-1.3818
-1.3914,-1.6674,0.48383,0.6651,-4.2138,-1.7934,-2.5214,-1.0859,-2.6341,-0.82057,-1.1046,1.6393,-1.6769,1.9999
-1.3902,0.48001,-0.15314,1.3556,-5.9431,-1.305,0.075638,-0.90795,-1.2146,-1.0576,0.98547,-2.253,-0.41979,-0.45281
2.2393,1.0495,0.99426,1.6554,-2.447,1.5514,-3.3257,2.5212,1.3275,0.6785,1.8183,-2.8745,2.2301,-1.7584
-2.57,0.20162,1.8601,-1.3381,-3.1195,0.12427,0.35455,-1.0783,-1.439,1.5378,-2.0272,-3.3923,0.89604,-0.13117
2.5111,0.20936,-2.3595,1.7904,-4.1905,1.2247,-3.9746,2.0963,0.093011,-1.0189,1.7368,-2.8562,1.3194,-2.3291
2.3688,-1.005,1.9421,1.8876,-2.1566,-0.3569,-1.1722,1.9492,0.18873,2.0148,1.9973,-1.8918,-0.21744,-1.6861
1.6414,-0.10324,1.9711,2.0014,-4.0301,-0.9738,-4.3051,1.6277,0.34415,2.1939,1.968,-3.3913,-0.8731,-3.4337
-2.2672,0.71427,0.75347,0.66374,-3.952,0.8796,0.6371,-2.3016,0.73612,0.80897,0.42778,-3.7795,1.1739,1.1763
-1.5434,-1.9877,-1.6521,-0.4244,0.97962,-0.20463,-3.3861,-0.91268,-1.3183,-2.3758,-0.1864,0.81176,-0.56251,1.6482
-1.8257,-0.41666,0.3719,1.1988,-5.0296,1.1059,1.0427,-0.91351,-1.35,0.25609,1.136,-3.7091,1.3528,0.9561
0.87038,-0.13144,-2.4154,-1.3864,-6.0985,-1.383,0.444,0.91652,0.10375,-0.89366,-0.14084,-3.3587,-1.5819,0.36629
0.92898,1.2356,-1.8181,0.62926,-4.2922,-0.33078,-3.9646,0.87206,1.498,-1.9782,0.26441,-3.7716,-0.46273,-2.1753
0.70231,2.0793,2.4561,-0.82948,-5.6325,2.0324,0.11353,0.62662,2.7139,2.2162,0.080877,-4.4669,1.9641,0.60297
-0.87598,-1.801,0.90564,0.39639,-5.6863,0.7367,3.1639,-1.6922,-2.4662,1.1143,0.69004,-2.7109,0.36635,0.72937
-1.8964,2.2909,1.9594,-0.91646,-1.2953,2.0371,-2.5408,-1.2567,2.0054,2.3708,-1.8396,-1.7903,2.1088,-1.1695
1.5934,1.2813,1.6863,-1.6578,0.75975,1.7608,-4.042,2.2302,1.6416,1.4013,-2.112,0.71817,2.1768,-0.30832
1.1184,1.7908,2.4912,2.0196,-4.9224,0.86185,2.226,0.94145,1.8823,2.3257,1.7236,-4.644,0.74942,2.3466
0.11977,-0.8824,0.94322,-1.4376,-3.2455,0.99054,-1.8248,0.10967,-0.2848,1.0811,-1.567,-2.2241,0.90652,-1.4528
0.10457,2.1633,2.0094,-0.12487,-4.6309,-1.2796,2.8795,0.24654,2.2717,2.1454,0.12868,-4.8823,-1.4155,2.8652
0.29731,-1.8795,-1.5243,-2.5801,1.6121,-0.052729,4.1601,0.32539,-2.0213,-1.1594,-2.6176,2.1007,-0.24842,1.0607
-0.19723,-1.4579,1.3793,-2.3673,-5.8532,-0.76713,3.634,-0.95682,0.03173,1.1925,-1.0101,-3.3512,-0.9756,1.4573
-2.6321,-0.1545,-1.127,2.1813,-6.3117,1.4904,2.2401,-1.9837,-0.15374,-0.86972,2.5017,-2.52,1.4259,2.7612
-1.4356,-0.8744,0.93545,-2.2731,-1.9602,2.1884,4.2068,-2.547,-0.42409,1.0426,-2.3449,-1.9072,1.076,2.5045
-1.2696,-2.1191,-2.0007,0.94934,-5.7138,1.1758,3.3486,-1.6077,-2.3215,-1.7589,0.8439,-3.0558,1.3306,2.2648
0.59813,-0.6132,-1.4334,-1.2333,-3.953,2.1522,2.7998,0.9623,-2.1003,-2.7787,-2.0883,-2.0704,0.89977,0.49312
1.0427,-1.0608,-2.2392,-0.03944,0.262,1.6497,-3.9687,1.0113,-0.59505,-1.2879,-0.11408,1.2487,1.0405,0.17007
1.2671,1.1698,-1.1112,0.47224,-2.032,0.54186,1.3464,1.2384,1.2008,-1.6191,0.56544,-1.9746,0.63817,1.7756
-0.45678,1.1294,2.7315,-1.3425,-5.3036,-1.7276,-3.7799,0.12223,0.1226,2.5738,-1.5776,-4.494,-1.4101,-2.5899
2.5607,-1.306,-0.7959,1.7066,-6.3777,1.3031,-5.105,2.2682,-1.1264,-0.82303,1.6287,-4.6981,1.6694,-2.9067
-0.017811,-1.0653,0.51846,1.8941,-3.691,-0.35524,-0.71598,0.32384,-0.44538,0.66389,2.0149,-2.6329,-0.49836,-1.2027
-1.3406,-0.078756,-1.3911,0.64218,0.55688,-0.73508,-1.2828,0.62008,-1.0129,-0.099121,1.5568,-2.5907,-1.1873,-1.0734
-1.3916,0.50573,-1.0881,-0.87418,1.1306,-1.04,-1.319,-1.2052,0.34439,-0.83937,-1.2212,1.6553,-0.5658,0.41487
0.37406,2.0738,-0.53511,-0.0061288,-2.2735,0.81809,-3.2801,0.22655,1.9026,-0.66288,0.11285,-1.2685,0.57319,-2.5286
2.1841,-0.96234,-1.9227,1.2353,-5.5587,1.9528,0.45746,1.9906,-1.3212,-1.855,1.2309,-4.3429,1.927,0.90451
-1.8171,0.56715,0.84955,1.5887,-5.5556,-1.9423,0.73212,-1.2266,-1.3151,-0.44125,0.68857,-3.1205,-0.13998,0.036206
-1.5978,-0.11689,-0.95287,0.49628,-6.0497,0.9095,2.6929,-0.61179,-1.1488,-2.0979,0.73273,-3.3864,1.2665,1.9702
2.5334,0.99625,0.53996,2.1859,-6.0466,-1.4075,3.663,2.1961,-0.13143,0.89899,1.9336,-4.7516,-1.0756,3.5492
1.7328,-1.9454,-1.7141,-2.0482,-3.2584,-0.30389,0.60232,1.8942,-0.96272,-0.76555,-1.1006,-2.2022,-0.38471,-0.34924
2.1577,0.15635,-0.51321,0.2586,-4.7729,-1.8066,-0.11128,1.746,-0.014584,-0.87687,0.69217,-3.3001,-1.3625,-0.11608
-2.358,1.9898,2.5096,0.69252,-4.9957,-0.56128,-3.0593,-1.2796,1.9029,2.5096,0.20876,-4.5751,-0.83781,-2.4074
2.6609,0.15538,2.2635,-0.56885,-5.3473,-0.42765,-1.0187,3.3242,-0.67965,2.3818,-1.0435,-4.5398,-0.55991,-1.4715
-2.0347,-1.9312,-0.98292,1.5232,-1.4697,1.8751,1.3028,-2.2974,-0.49703,0.041107,1.6314,1.8686,-3.0754,-2.6386
-1.9867,1.6486,-2.0058,1.812,0.16628,-0.93337,-4.3772,-0.77828,1.6008,-0.35527,1.7501,0.67797,-1.5279,-2.2004
2.7381,-0.95868,0.85826,1.1364,-5.422,-1.56,2.233,2.4216,-0.63855,0.48652,0.72728,-1.1606,-3.9129,-2.7413
-0.3133,-1.3399,0.04586,0.79638,-5.5863,-0.21164,-1.7882,-0.68403,-1.2167,0.18411,0.74912,-3.205,-0.201,-1.77
-1.5484,-2.0579,0.80057,1.3639,1.2412,-1.6668,-4.2881,-1.5106,-1.6759,0.61066,1.228,2.1512,-1.8189,-3.3263
-0.42096,2.0941,2.2115,-0.99037,-0.15134,-1.8603,1.0825,0.023761,2.1435,2.0823,-0.62196,0.065614,-1.6454,0.91006
2.6506,1.6055,-1.9341,1.4527,-1.3044,-0.17307,-2.6632,2.2576,1.5095,-2.086,1.4368,-1.4118,-0.2316,-1.6779
-1.2863,0.8315,2.2818,2.2201,1.1551,-1.8671,0.39575,-1.0104,0.69618,2.5386,2.4926,0.79699,-1.7897,0.60268
1.0291,-0.5308,-2.0985,1.515,1.5536,-1.115,-3.8809,1.2725,-1.2995,-0.64928,2.3447,1.0578,-1.3638,-2.6604
0.94501,0.086086,2.117,1.6329,-2.111,-0.71564,-1.972,0.90376,-0.67069,1.984,1.6367,-2.233,-0.31435,-1.2292
-1.9187,-0.14435,0.19347,1.3063,-0.53329,1.9531,3.2831,-2.003,-0.12553,0.13296,1.1445,-0.49357,3.3492,1.7711
-1.0453,0.88447,2.5481,-2.3062,0.96255,-0.85643,-5.0509,-1.9157,0.97935,2.9926,-1.3721,0.70798,-1.0266,-3.1085
-1.1941,-2.1003,2.5596,0.26244,1.5318,-1.3471,-3.3757,-2.4362,-1.3466,2.7203,0.55513,1.7504,-1.6778,-3.1212
-2.5225,-0.72129,0.070457,1.9278,-6.1211,-1.5607,2.9406,-1.4859,-1.2792,0.62418,2.3222,-4.3011,-2.0041,2.7012
-2.3057,2.2374,1.947,-2.762,-2.4008,-0.90206,2.4994,-0.8982,2.0811,1.5242,-1.9823,-0.49774,-2.6436,-3.1921
0.33186,-0.067054,2.1414,-0.36553,-2.7365,-0.54451,1.4722,-0.0087752,0.38612,2.3955,0.50333,-2.7896,-0.51152,1.5252
2.2077,1.3089,1.8895,-0.87442,-3.0544,-0.0064334,4.2865,2.8493,0.44419,1.8061,-1.0596,-4.0918,0.46969,2.922
-1.2125,1.1981,0.46166,0.57368,-0.53248,0.79709,3.5797,-1.41,1.2063,-0.020156,0.48817,-0.28269,1.1378,1.5776
1.372,-2.1019,1.9119,-0.79748,-0.21875,1.7654,3.6263,1.3346,-1.2694,1.7099,-0.98897,-0.16904,2.5734,0.68033
0.58719,-1.1067,-0.31782,-0.16457,0.3537,-1.6846,-4.5978,0.68823,-1.2104,0.14038,-0.17979,-0.15472,-2.1135,-2.3579
-0.18543,-1.3188,-2.4101,1.1486,-5.7437,-0.83775,-4.7831,-0.71627,-1.133,-0.82735,0.62741,-3.3237,0.014494,-2.7197
1.0305,0.55988,-0.1793,0.85382,-2.7611,-0.97342,0.73194,0.92946,0.9215,-1.6233,0.85166,-2.8422,-0.47622,0.33525
-1.4048,0.56327,2.2853,1.9359,-5.063,0.4441,-0.47594,-2.2598,0.85545,2.496,2.057,-3.9624,-0.14076,-0.54199
1.1558,-0.023954,0.32659,0.28473,-4.5234,-1.5016,-0.72544,0.94693,-0.011899,-0.89349,0.29755,-1.1345,-2.5427,1.3242
-1.0311,0.063013,-0.75444,1.0815,-0.60181,0.45985,2.5391,-0.86209,0.24973,-0.017598,1.042,-1.6221,0.45083,1.4476
0.44265,-2.1389,0.55649,-2.2903,-3.3491,1.8044,-4.336,0.26884,-2.0886,0.5656,-1.7821,-3.2359,1.1391,-2.2548
1.7743,1.6543,2.6109,0.62036,-1.7095,1.4452,-0.33485,1.6687,1.8232,2.4393,0.47792,-1.2411,1.259,0.61254
-2.1071,1.1499,-1.8084,-1.9858,-5.6131,0.95807,1.3677,-1.9903,1.3812,-0.20032,-2.1385,-1.7191,0.48918,1.0526
0.79522,-1.8391,2.022,-1.6929,-6.421,-1.1698,3.0771,0.78929,-0.80307,2.0248,-0.94216,-5.1914,-1.3575,3.3354
-0.86782,-0.49718,2.7293,-1.7539,-5.3931,-0.22779,-4.4748,-1.2023,-0.99696,2.795,-1.1815,-4.7118,-0.49191,-2.8869
-0.52525,-0.36506,-0.11606,-1.8998,-4.1739,0.55176,2.857,-2.1685,-0.093626,0.027352,-0.51264,-3.323,0.63853,1.5834
0.16422,-1.7861,1.9252,-0.4505,0.39438,-0.81449,2.3251,0.067909,-1.7056,1.7354,-0.19502,0.61292,-1.0786,1.5596
-2.4615,0.56307,-0.65221,-2.38,-4.1206,0.58636,-2.323,-2.1656,0.85885,0.13418,-2.0656,-1.8024,-0.089746,-2.0836
-1.1975,1.7315,-1.7635,-2.6962,-4.0993,-1.3815,-2.5494,-1.1644,2.1013,-0.13066,-0.63551,-4.1712,-1.8757,-2.6207
2.0073,0.98492,0.57144,1.1159,-0.77217,0.98326,-1.1159,2.4179,1.1398,0.40049,0.98749,-0.76957,1.5653,-0.09458
-1.3433,-1.8171,0.31191,-0.60369,-5.1392,0.29655,-2.9391,-1.4586,-1.2897,0.44251,-0.37948,-2.4021,0.061994,-1.6116
2.5896,0.72526,-1.0205,0.80719,-4.6359,1.3669,3.1644,2.3958,2.1855,-0.87878,0.74146,-2.6534,0.50478,2.8229
1.4462,1.0135,1.8734,1.0036,-3.5417,-1.1948,-2.7903,1.017,1.0874,1.6587,0.70429,-0.79939,-3.1205,1.2664
0.18042,-1.3098,-2.0745,1.3342,-2.8951,-1.4388,-1.1718,-0.94839,-0.35202,-1.3768,1.1671,-1.8251,-2.0549,0.1184
1.7996,-0.97457,0.11924,-2.3464,-3.1085,-0.18948,1.6943,1.7418,0.17201,0.17233,-0.97913,-3.6867,-0.11376,0.61425
-2.2049,1.2474,1.7283,0.31275,-2.5583,1.9137,-0.30476,-0.67869,1.3074,2.201,0.45776,-3.3546,3.6361,-0.2485
-1.1316,0.95758,-1.4294,1.9917,1.0747,-0.44362,3.0714,-1.2476,1.1393,-1.471,1.9779,0.48723,-0.87235,1.4575
-0.54565,-1.8059,-1.0308,-0.67437,1.6098,-1.1283,2.6864,-0.70978,-1.9412,0.3844,-0.4319,-1.1272,-1.5774,0.47109
0.3013,-0.95137,2.4805,-1.2395,-3.3128,1.3721,-4.9292,-0.046385,0.025047,2.164,-2.0075,-3.6481,1.4136,-3.1975
0.99133,-2.2149,1.8954,1.0305,-4.3734,0.33886,2.9932,0.98772,-1.2825,2.4182,1.1577,-3.1833,-0.13348,2.558
0.19757,0.21443,-1.1215,-1.3744,-2.0719,1.408,-3.6866,-0.024952,0.23598,-0.88163,-1.183,-0.9576,1.4775,-1.9419
2.1647,-0.87855,0.17853,0.60584,-0.63451,2.1332,1.0186,2.5384,-0.23147,0.19663,0.60812,-0.83107,1.9841,0.93659
1.0582,0.042271,1.2658,-2.4267,-2.6082,0.11406,2.6888,1.0022,0.66277,1.1948,-1.0711,-1.9986,-0.51449,1.9974
0.9264,-1.3503,-2.3669,-0.62525,-2.7071,-0.27761,3.0873,1.1261,-1.5633,-0.82168,-1.1998,-1.5319,0.24913,2.1941
-1.5206,-1.5471,1.4663,-1.6724,-4.5208,0.55853,-1.3171,-1.9423,-1.5719,1.3287,-0.59834,-2.8674,0.71965,-1.2037
1.7429,1.8996,0.83248,0.70622,-5.9145,-1.3395,-3.1301,1.1921,1.3327,-0.45554,0.56854,-3.3841,-0.76158,-2.201
-1.2848,-1.6769,-2.0011,-1.3216,-6.3294,-0.13284,4.281,-1.8816,-0.45931,-0.94376,-2.8022,-2.3459,0.93415,0.91735
0.8658,-1.9132,0.5114,-1.8819,1.5066,0.27473,0.7338,0.93091,-2.536,0.55214,-1.196,0.84255,0.68716,0.11406
1.5563,-1.8111,0.88435,-2.1294,-2.84,-0.23383,-2.3311,1.4138,-1.2174,0.62848,-0.97069,-1.9366,0.26078,-2.2447
-0.85848,-1.6681,0.30744,0.26031,-6.3897,-1.9708,-2.8844,-1.3155,-0.80805,0.62042,0.76762,-2.3627,-4.3161,2.333
1.8649,2.3053,2.7203,-0.20417,-3.7446,0.89962,1.6383,1.9957,2.097,2.7923,-0.1014,-3.2203,0.20352,1.293
-1.007,1.1659,-0.50974,-1.4287,-3.3197,1.2758,1.0634,-0.40258,0.9224,-0.067032,-1.4759,-2.8845,0.24376,1.4636
-2.302,2.2724,-0.6994,-1.2713,-6.3434,-1.6888,2.4867,-1.2014,1.7485,-0.38097,-1.0797,-3.5893,-1.0624,2.9336
-1.946,2.0305,1.3886,-0.13455,-4.7158,1.2654,3.4349,-1.6745,2.3549,1.3408,-1.1551,-4.3431,1.2145,1.9237
0.63727,-0.12683,0.63301,-2.8046,-3.3949,-1.6155,-2.0764,0.64441,0.66698,1.4186,-1.3716,-2.1697,-3.2962,1.6311
1.9972,-0.42577,-0.91958,1.4584,-3.4604,-1.7551,2.0185,1.6208,1.9449,-1.2669,1.5034,-3.7177,-1.7834,1.8531
-0.42271,0.94091,-0.71266,1.0001,-2.9604,1.0438,-4.6869,-0.33997,0.86562,-0.13263,0.96642,-2.2225,2.0902,-2.4963
-2.4405,-1.772,1.9517,-0.73088,-6.0396,1.3183,-4.0881,-1.9796,-0.7973,1.9747,-0.86401,-4.0485,1.6184,-1.2537
-0.7823,-1.0513,-1.7629,-2.6398,-6.4195,0.55849,-1.5617,-0.37319,-0.66969,-0.40613,-1.8198,-2.6334,0.047755,-1.5098
-1.6047,-0.82623,-1.455,-1.507,-2.3358,0.26494,-2.14,-1.1072,-1.503,-1.819,-1.8132,-1.4471,-0.93628,-0.016509
-0.83485,0.15457,1.3069,2.0615,-3.6351,1.2464,-2.8985,-0.3859,-0.064221,1.3935,2.3481,-3.2547,1.8784,-3.6103
0.71009,0.58542,2.0209,-1.7513,-5.6747,-1.3588,0.65024,0.82816,-0.00034425,2.3062,-1.0067,-1.5855,-4.8767,-0.79719
-2.5793,-0.52126,-1.4919,-2.068,-4.6647,-0.26495,3.5786,-0.0095775,-1.4559,-0.68823,-1.2768,-2.841,-1.5193,0.39518
0.59172,-0.37239,1.2547,0.36943,-6.5232,-1.0159,-0.86125,0.10882,0.30494,0.16295,0.19827,-0.50884,-1.8198,0.98487
0.12196,0.21203,0.51621,0.51272,-6.0111,0.577,-0.049768,0.017828,0.10882,0.4672,0.47747,-3.5825,0.79386,-0.7699
-1.5322,0.80842,1.4373,-1.5552,-3.5499,-1.4161,-3.8217,-0.32182,-1.0749,1.3609,-0.52443,-0.90415,-3.7679,0.56417
-0.16379,-0.5378,2.5196,-2.7116,-5.1829,0.77165,2.4523,0.036983,-0.83415,2.2716,-1.687,-3.8308,0.46693,3.1362
-0.70474,-1.0627,-0.87052,-2.0543,-1.2266,0.23125,-4.5008,-1.1442,0.06047,-0.18568,-1.7602,-1.6507,-0.25138,-1.1948
-0.92483,2.1032,1.4318,1.7004,-1.8442,1.4008,-4.4093,-0.10091,1.8238,1.4569,1.6857,-1.6796,1.7907,-2.7187
1.3542,1.8441,-1.132,-2.0419,-1.2444,1.9907,-4.4612,1.9072,1.7274,-0.99957,-2.1651,-2.342,2.3693,-3.201
1.0811,-0.91403,-1.2668,1.7305,-4.8428,1.7556,-0.21848,0.77036,-0.39361,-1.7929,1.8017,-2.9112,1.3567,0.84354
-0.77059,0.87754,-0.2017,-0.26445,-0.57987,0.89136,0.39503,-1.908,0.77817,-0.49071,-0.37012,0.07429,1.2615,1.3701
1.3473,0.8966,0.1038,-1.8343,-6.483,-1.7303,-0.24813,0.70754,0.54788,-0.79938,-1.6182,-2.4513,-1.0467,-1.2941
